Measure,Sensor,tu,ts,d,acy
3,74,1342000000000,1402496011190,0.7884077,0
3,157,1342250000000,1402496011402,1.1716642,0
3,74,1342250000000,1402496011443,0.7884077,0
3,157,1342500000000,1402496011650,1.1440003,0
3,74,1342500000000,1402496011693,0.78151685,0
3,157,1342750000000,1402496011899,0.92676073,0
3,74,1342750000000,1402496011951,0.78151685,0
3,157,1343000000000,1402496012150,0.92676073,0
3,74,1343000000000,1402496012215,0.78151685,0
3,157,1343250000000,1402496012404,0.92676073,0
3,74,1343250000000,1402496012452,0.78151685,0
3,157,1344000000000,1402496012652,0.92879647,0
3,74,1344000000000,1402496012712,0.78151685,0
3,157,1344250000000,1402496012897,0.9937622,0
3,74,1344250000000,1402496012951,0.78151685,0
3,157,1344500000000,1402496013148,0.9937622,0
3,74,1344500000000,1402496013203,0.78151685,0
3,157,1344750000000,1402496013401,0.9937622,0
3,74,1344750000000,1402496013441,0.78151685,0
3,157,1345000000000,1402496013648,0.9937622,0
3,74,1345000000000,1402496013704,0.78151685,0
3,157,1345250000000,1402496013900,0.9937622,0
3,74,1345250000000,1402496013939,0.85732895,0
3,157,1346000000000,1402496014148,0.9970866,0
3,74,1346000000000,1402496014193,0.9108494,0
3,157,1346250000000,1402496014404,1.135078,0
3,74,1346250000000,1402496014459,0.9108494,0
3,157,1346500000000,1402496014656,1.162822,0
3,74,1346500000000,1402496014704,0.9108494,0
3,157,1346750000000,1402496014902,1.2147479,0
3,74,1346750000000,1402496014960,0.9108494,0
3,157,1347000000000,1402496015156,1.2147479,0
3,74,1347000000000,1402496015197,0.9108494,0
3,157,1347250000000,1402496015405,1.2147479,0
3,74,1347250000000,1402496015451,0.9108494,0
3,157,1348000000000,1402496015659,1.2147479,0
3,74,1348000000000,1402496015691,0.9108494,0
3,157,1348250000000,1402496015901,1.2147479,0
3,74,1348250000000,1402496015942,0.9108494,0
3,157,1348500000000,1402496016149,1.2147479,0
3,74,1348500000000,1402496016196,0.9108494,0
3,157,1348750000000,1402496016403,1.2147479,0
3,74,1348750000000,1402496016440,0.9108494,0
3,157,1349000000000,1402496016652,1.2147479,0
3,74,1349000000000,1402496016712,0.9108494,0
3,157,1349250000000,1402496016901,1.2147479,0
3,74,1349250000000,1402496016957,0.9108494,0
3,157,1350000000000,1402496017146,1.2147479,0
3,74,1350000000000,1402496017177,0.9108494,0
3,157,1350250000000,1402496017401,1.2147479,0
3,74,1350250000000,1402496017451,0.9108494,0
3,157,1350500000000,1402496017653,1.2147479,0
3,74,1350500000000,1402496017699,0.9108494,0
3,157,1350750000000,1402496017901,1.2147479,0
3,74,1350750000000,1402496017949,0.9108494,0
3,157,1351000000000,1402496018152,1.2147479,0
3,74,1351000000000,1402496018194,0.9108494,0
3,157,1351250000000,1402496018402,1.2147479,0
3,74,1351250000000,1402496018447,0.9108494,0
3,157,1352000000000,1402496018650,1.2147479,0
3,74,1352000000000,1402496018690,0.9108494,0
3,157,1352250000000,1402496018907,1.2147479,0
3,74,1352250000000,1402496018957,0.9108494,0
3,157,1352500000000,1402496019152,1.2147479,0
3,74,1352500000000,1402496019205,0.9108494,0
3,157,1352750000000,1402496019397,1.1974279,0
3,74,1352750000000,1402496019433,0.9108494,0
3,157,1353000000000,1402496019655,1.1974279,0
3,74,1353000000000,1402496019700,0.9108494,0
3,157,1353250000000,1402496019900,1.1974279,0
3,74,1353250000000,1402496019945,0.9108494,0
3,157,1354000000000,1402496020150,1.1974279,0
3,74,1354000000000,1402496020198,0.9108494,0
3,157,1354250000000,1402496020398,1.1974279,0
3,74,1354250000000,1402496020446,0.90820307,0
3,157,1354500000000,1402496020650,1.1974279,0
3,74,1354500000000,1402496020694,0.90820307,0
3,157,1354750000000,1402496020902,1.1974279,0
3,74,1354750000000,1402496020940,0.90820307,0
3,157,1355000000000,1402496021152,1.1974279,0
3,74,1355000000000,1402496021195,0.8976694,0
3,157,1355250000000,1402496021403,1.1359085,0
3,74,1355250000000,1402496021458,0.8448673,0
3,157,1356000000000,1402496021651,1.0719588,0
3,74,1356000000000,1402496021706,0.8448673,0
3,157,1356250000000,1402496021907,1.0719588,0
3,74,1356250000000,1402496021948,0.8448673,0
3,157,1356500000000,1402496022153,1.0719588,0
3,74,1356500000000,1402496022203,0.80403847,0
3,157,1356750000000,1402496022404,1.0719588,0
3,74,1356750000000,1402496022447,0.7580299,0
3,157,1357000000000,1402496022649,1.0546657,0
3,74,1357000000000,1402496022696,0.69275033,0
3,157,1357250000000,1402496022899,1.0060277,0
3,74,1357250000000,1402496022945,0.69275033,0
3,157,1358000000000,1402496023151,1.0060277,0
3,74,1358000000000,1402496023190,0.69275033,0
3,157,1358250000000,1402496023402,1.0060277,0
3,74,1358250000000,1402496023439,0.69275033,0
3,157,1358500000000,1402496023660,1.1459078,0
3,74,1358500000000,1402496023707,0.69275033,0
3,157,1358750000000,1402496023900,1.1459078,0
3,74,1358750000000,1402496023933,0.69275033,0
3,157,1359000000000,1402496024151,1.1459078,0
3,74,1359000000000,1402496024207,0.69275033,0
3,157,1359250000000,1402496024405,1.1459078,0
3,74,1359250000000,1402496024451,0.69275033,0
3,157,1360000000000,1402496024655,1.1459078,0
3,74,1360000000000,1402496024697,0.69275033,0
3,157,1360250000000,1402496024901,1.0360863,0
3,74,1360250000000,1402496024950,0.69275033,0
3,157,1360500000000,1402496025152,0.9758537,0
3,74,1360500000000,1402496025197,0.69275033,0
3,157,1360750000000,1402496025404,0.9758537,0
3,74,1360750000000,1402496025444,0.69275033,0
3,157,1361000000000,1402496025653,0.9758537,0
3,74,1361000000000,1402496025693,0.69275033,0
3,157,1361250000000,1402496025899,0.9758537,0
3,74,1361250000000,1402496025941,0.69275033,0
3,157,1362000000000,1402496026149,0.9758537,0
3,74,1362000000000,1402496026188,0.69275033,0
3,157,1362250000000,1402496026401,0.9758537,0
3,74,1362250000000,1402496026459,0.69275033,0
3,157,1362500000000,1402496026655,0.9758537,0
3,74,1362500000000,1402496026704,0.69275033,0
3,157,1362750000000,1402496026901,0.9758537,0
3,74,1362750000000,1402496026946,0.69275033,0
3,157,1363000000000,1402496027167,0.9758537,0
3,74,1363000000000,1402496027220,0.69275033,0
3,157,1363250000000,1402496027401,0.9758537,0
3,74,1363250000000,1402496027448,0.69275033,0
3,157,1364000000000,1402496027660,0.9758537,0
3,74,1364000000000,1402496027691,0.69275033,0
3,157,1364250000000,1402496027905,0.9758537,0
3,74,1364250000000,1402496027971,0.69275033,0
3,157,1364500000000,1402496028151,0.9758537,0
3,74,1364500000000,1402496028204,0.69275033,0
3,157,1364750000000,1402496028401,0.9758537,0
3,74,1364750000000,1402496028434,0.69275033,0
3,157,1365000000000,1402496028650,0.9758537,0
3,74,1365000000000,1402496028686,0.69275033,0
3,157,1365250000000,1402496028900,0.9758537,0
3,74,1365250000000,1402496028957,0.69275033,0
3,157,1366000000000,1402496029160,0.9758537,0
3,74,1366000000000,1402496029197,0.69275033,0
3,157,1366250000000,1402496029398,0.9758537,0
3,74,1366250000000,1402496029452,0.69275033,0
3,157,1366500000000,1402496029648,1.2534193,0
3,74,1366500000000,1402496029698,0.69275033,0
3,157,1366750000000,1402496029908,1.5155014,0
3,74,1366750000000,1402496029947,0.69275033,0
3,157,1367000000000,1402496030150,1.5155014,0
3,74,1367000000000,1402496030195,0.69275033,0
3,157,1367250000000,1402496030401,1.5155014,0
3,74,1367250000000,1402496030442,0.69275033,0
3,157,1368000000000,1402496030652,1.2657748,0
3,74,1368000000000,1402496030698,0.69275033,0
3,157,1368250000000,1402496030907,1.1648122,0
3,74,1368250000000,1402496030956,0.69275033,0
3,157,1368500000000,1402496031152,1.1648122,0
3,74,1368500000000,1402496031205,0.71918476,0
3,157,1368750000000,1402496031407,1.1648122,0
3,74,1368750000000,1402496031449,0.71918476,0
3,157,1369000000000,1402496031651,1.1648122,0
3,74,1369000000000,1402496031700,0.7353517,0
3,157,1369250000000,1402496031904,1.1648122,0
3,74,1369250000000,1402496031955,0.7353517,0
3,157,1370000000000,1402496032151,1.1648122,0
3,74,1370000000000,1402496032192,0.7353517,0
3,157,1370250000000,1402496032402,1.1648122,0
3,74,1370250000000,1402496032442,0.7353517,0
3,157,1370500000000,1402496032650,1.161534,0
3,74,1370500000000,1402496032702,0.7758041,0
3,157,1370750000000,1402496032901,1.161534,0
3,74,1370750000000,1402496032960,0.7758041,0
3,157,1371000000000,1402496033150,1.161534,0
3,74,1371000000000,1402496033193,0.8857234,0
3,157,1371250000000,1402496033398,1.390506,0
3,74,1371250000000,1402496033444,1.0004386,0
3,157,1372000000000,1402496033655,1.390506,0
3,74,1372000000000,1402496033698,1.0367392,0
3,157,1372250000000,1402496033898,1.390506,0
3,74,1372250000000,1402496033952,1.0367392,0
3,157,1372500000000,1402496034150,1.390506,0
3,74,1372500000000,1402496034208,1.0367392,0
3,157,1372750000000,1402496034399,1.390506,0
3,74,1372750000000,1402496034447,1.0367392,0
3,157,1373000000000,1402496034655,1.3482822,0
3,74,1373000000000,1402496034695,1.0367392,0
3,157,1373250000000,1402496034901,1.2782655,0
3,74,1373250000000,1402496034946,0.9947978,0
3,157,1374000000000,1402496035150,1.1219033,0
3,74,1374000000000,1402496035200,0.89774185,0
3,157,1374250000000,1402496035402,1.1183382,0
3,74,1374250000000,1402496035444,0.857927,0
3,157,1374500000000,1402496035652,1.1183382,0
3,74,1374500000000,1402496035685,0.8451447,0
3,157,1374750000000,1402496035907,1.1183382,0
3,74,1374750000000,1402496035956,0.8451447,0
3,157,1375000000000,1402496036147,1.1183382,0
3,74,1375000000000,1402496036186,0.8451447,0
3,157,1375250000000,1402496036402,1.1183382,0
3,74,1375250000000,1402496036447,0.8451447,0
3,157,1376000000000,1402496036650,1.1183382,0
3,74,1376000000000,1402496036695,0.8451447,0
3,157,1376250000000,1402496036899,1.1183382,0
3,74,1376250000000,1402496036946,0.8451447,0
3,157,1376500000000,1402496037148,1.1183382,0
3,74,1376500000000,1402496037193,0.8451447,0
3,157,1376750000000,1402496037399,1.1183382,0
3,74,1376750000000,1402496037450,0.8271654,0
3,157,1377000000000,1402496037650,1.1183382,0
3,74,1377000000000,1402496037693,0.81251985,0
3,157,1377250000000,1402496037914,1.1183382,0
3,74,1377250000000,1402496037954,0.8007296,0
3,157,1378000000000,1402496038151,1.1183382,0
3,74,1378000000000,1402496038204,0.8007296,0
3,157,1378250000000,1402496038403,1.0665654,0
3,74,1378250000000,1402496038464,0.8007296,0
3,157,1378500000000,1402496038649,1.0665654,0
3,74,1378500000000,1402496038698,0.8007296,0
3,157,1378750000000,1402496038898,1.0665654,0
3,74,1378750000000,1402496038949,0.8007296,0
3,157,1379000000000,1402496039159,1.0665654,0
3,74,1379000000000,1402496039200,0.8007296,0
3,157,1379250000000,1402496039399,1.0665654,0
3,74,1379250000000,1402496039449,0.76434946,0
3,157,1380000000000,1402496039648,1.0665654,0
3,74,1380000000000,1402496039705,0.7296978,0
3,157,1380250000000,1402496039900,1.0665654,0
3,74,1380250000000,1402496039947,0.7296978,0
3,157,1380500000000,1402496040152,1.0665654,0
3,74,1380500000000,1402496040186,0.7296978,0
3,157,1380750000000,1402496040401,1.0665654,0
3,74,1380750000000,1402496040444,0.7296978,0
3,157,1381000000000,1402496040657,1.0665654,0
3,74,1381000000000,1402496040702,0.7296978,0
3,157,1381250000000,1402496040901,1.0665654,0
3,74,1381250000000,1402496040948,0.7296978,0
3,157,1382000000000,1402496041147,1.0665654,0
3,74,1382000000000,1402496041177,0.7296978,0
3,157,1382250000000,1402496041399,1.0665654,0
3,74,1382250000000,1402496041448,0.7296978,0
3,157,1382500000000,1402496041649,1.0665654,0
3,74,1382500000000,1402496041694,0.7296978,0
3,157,1382750000000,1402496041900,1.0665654,0
3,74,1382750000000,1402496041942,0.7296978,0
3,157,1383000000000,1402496042152,1.0665654,0
3,74,1383000000000,1402496042194,0.7296978,0
3,157,1383250000000,1402496042405,1.0665654,0
3,74,1383250000000,1402496042459,0.7296978,0
3,157,1384000000000,1402496042656,1.0665654,0
3,74,1384000000000,1402496042709,0.7296978,0
3,157,1384250000000,1402496042899,1.0665654,0
3,74,1384250000000,1402496042956,0.7296978,0
3,157,1384500000000,1402496043149,1.0665654,0
3,74,1384500000000,1402496043205,0.7296978,0
3,157,1384750000000,1402496043405,1.0665654,0
3,74,1384750000000,1402496043446,0.7296978,0
3,157,1385000000000,1402496043649,1.0665654,0
3,74,1385000000000,1402496043705,0.7296978,0
3,157,1385250000000,1402496043907,1.0665654,0
3,74,1385250000000,1402496043951,0.7296978,0
3,157,1386000000000,1402496044157,1.0665654,0
3,74,1386000000000,1402496044193,0.7296978,0
3,157,1386250000000,1402496044402,1.0665654,0
3,74,1386250000000,1402496044462,0.7296978,0
3,157,1386500000000,1402496044647,1.0665654,0
3,74,1386500000000,1402496044687,0.7296978,0
3,157,1386750000000,1402496044899,1.0665654,0
3,74,1386750000000,1402496044948,0.7296978,0
3,157,1387000000000,1402496045158,1.0665654,0
3,74,1387000000000,1402496045203,0.7296978,0
3,157,1387250000000,1402496045407,1.0665654,0
3,74,1387250000000,1402496045454,0.7296978,0
3,157,1388000000000,1402496045652,1.0665654,0
3,74,1388000000000,1402496045708,0.7296978,0
3,157,1388250000000,1402496045904,1.0665654,0
3,74,1388250000000,1402496045954,0.7296978,0
3,157,1388500000000,1402496046148,1.0665654,0
3,74,1388500000000,1402496046196,0.7296978,0
3,157,1388750000000,1402496046400,1.0665654,0
3,74,1388750000000,1402496046444,0.7296978,0
3,157,1389000000000,1402496046654,1.0665654,0
3,74,1389000000000,1402496046695,0.7296978,0
3,157,1389250000000,1402496046899,1.0665654,0
3,74,1389250000000,1402496046939,0.7296978,0
3,157,1390000000000,1402496047151,1.0665654,0
3,74,1390000000000,1402496047194,0.7296978,0
3,157,1390250000000,1402496047403,1.0665654,0
3,74,1390250000000,1402496047441,0.7296978,0
3,157,1390500000000,1402496047651,1.0557017,0
3,74,1390500000000,1402496047711,0.7296978,0
3,157,1390750000000,1402496047905,1.0474215,0
3,74,1390750000000,1402496047965,0.7296978,0
3,157,1391000000000,1402496048147,1.0474215,0
3,74,1391000000000,1402496048182,0.7296978,0
3,157,1391250000000,1402496048399,1.0474215,0
3,74,1391250000000,1402496048448,0.6865149,0
3,157,1392000000000,1402496048647,1.0474215,0
3,74,1392000000000,1402496048692,0.6369084,0
3,157,1392250000000,1402496048902,1.0474215,0
3,74,1392250000000,1402496048947,0.6369084,0
3,157,1392500000000,1402496049151,1.0474215,0
3,74,1392500000000,1402496049195,0.6369084,0
3,157,1392750000000,1402496049397,1.0474215,0
3,74,1392750000000,1402496049453,0.6369084,0
3,157,1393000000000,1402496049652,1.0515232,0
3,74,1393000000000,1402496049693,0.6369084,0
3,157,1393250000000,1402496049907,1.0515232,0
3,74,1393250000000,1402496049954,0.6369084,0
3,157,1394000000000,1402496050151,1.0515232,0
3,74,1394000000000,1402496050206,0.6369084,0
3,157,1394250000000,1402496050400,1.0515232,0
3,74,1394250000000,1402496050453,0.6397734,0
3,157,1394500000000,1402496050650,1.0515232,0
3,74,1394500000000,1402496050700,0.6397734,0
3,157,1394750000000,1402496050906,1.0515232,0
3,74,1394750000000,1402496050958,0.6397734,0
3,157,1395000000000,1402496051151,1.0515232,0
3,74,1395000000000,1402496051202,0.6397734,0
3,157,1395250000000,1402496051404,1.0515232,0
3,74,1395250000000,1402496051446,0.6397734,0
3,157,1396000000000,1402496051651,1.319076,0
3,74,1396000000000,1402496051695,0.6397734,0
3,157,1396250000000,1402496051899,1.319076,0
3,74,1396250000000,1402496051948,0.6397734,0
3,157,1396500000000,1402496052163,1.319076,0
3,74,1396500000000,1402496052205,0.6397734,0
3,157,1396750000000,1402496052405,1.319076,0
3,74,1396750000000,1402496052456,0.6397734,0
3,157,1397000000000,1402496052656,1.319076,0
3,74,1397000000000,1402496052704,0.78889215,0
3,157,1397250000000,1402496052901,1.319076,0
3,74,1397250000000,1402496052952,0.78889215,0
3,157,1398000000000,1402496053151,1.319076,0
3,74,1398000000000,1402496053200,0.78889215,0
3,157,1398250000000,1402496053404,1.319076,0
3,74,1398250000000,1402496053448,0.8046183,0
3,157,1398500000000,1402496053647,1.319076,0
3,74,1398500000000,1402496053699,0.8046183,0
3,157,1398750000000,1402496053907,1.319076,0
3,74,1398750000000,1402496053938,0.8046183,0
3,157,1399000000000,1402496054147,1.2659597,0
3,74,1399000000000,1402496054196,1.7639376,0
3,157,1399250000000,1402496054402,1.0991447,0
3,74,1399250000000,1402496054446,1.7639376,0
3,157,1400000000000,1402496054651,1.0824523,0
3,74,1400000000000,1402496054700,2.31239,0
3,157,1400250000000,1402496054899,1.0824523,0
3,74,1400250000000,1402496054938,1.9144399,0
3,157,1400500000000,1402496055155,1.0824523,0
3,74,1400500000000,1402496055204,1.9456406,0
3,157,1400750000000,1402496055412,1.0824523,0
3,74,1400750000000,1402496055448,1.6984961,0
3,157,1401000000000,1402496055652,1.0824523,0
3,74,1401000000000,1402496055696,0.97928196,0
3,157,1401250000000,1402496055901,1.0589609,0
3,74,1401250000000,1402496055948,0.97928196,0
3,157,1402000000000,1402496056155,1.0589609,0
3,74,1402000000000,1402496056189,0.7123298,0
3,157,1402250000000,1402496056399,1.0652632,0
3,74,1402250000000,1402496056447,0.7123298,0
3,157,1402500000000,1402496056654,1.0652632,0
3,74,1402500000000,1402496056697,0.7123298,0
3,157,1402750000000,1402496056899,1.0652632,0
3,74,1402750000000,1402496056948,0.7123298,0
3,157,1403000000000,1402496057151,1.0652632,0
3,74,1403000000000,1402496057188,0.7123298,0
3,157,1403250000000,1402496057398,1.0652632,0
3,74,1403250000000,1402496057431,0.7123298,0
3,157,1404000000000,1402496057651,1.0652632,0
3,74,1404000000000,1402496057702,0.7123298,0
3,157,1404250000000,1402496057898,1.0652632,0
3,74,1404250000000,1402496057951,0.7123298,0
3,157,1404500000000,1402496058152,1.0652632,0
3,74,1404500000000,1402496058198,0.7123298,0
3,157,1404750000000,1402496058401,1.4211471,0
3,74,1404750000000,1402496058449,0.7123298,0
3,157,1405000000000,1402496058650,1.4211471,0
3,74,1405000000000,1402496058697,0.9245309,0
3,157,1405250000000,1402496058902,1.4211471,0
3,74,1405250000000,1402496058938,0.9245309,0
3,157,1406000000000,1402496059159,1.3588449,0
3,74,1406000000000,1402496059209,0.9245309,0
3,157,1406250000000,1402496059400,1.3490344,0
3,74,1406250000000,1402496059440,1.6940155,0
3,157,1406500000000,1402496059658,1.3419383,0
3,74,1406500000000,1402496059707,1.9053903,0
3,157,1406750000000,1402496059906,1.3419383,0
3,74,1406750000000,1402496059953,1.9053903,0
3,157,1407000000000,1402496060151,1.3419383,0
3,74,1407000000000,1402496060209,1.213489,0
3,157,1407250000000,1402496060408,1.3419383,0
3,74,1407250000000,1402496060445,1.213489,0
3,157,1408000000000,1402496060651,1.2746736,0
3,74,1408000000000,1402496060703,1.213489,0
3,157,1408250000000,1402496060906,1.2746736,0
3,74,1408250000000,1402496060946,1.0854057,0
3,157,1408500000000,1402496061148,1.2746736,0
3,74,1408500000000,1402496061193,1.0854057,0
3,157,1408750000000,1402496061406,1.2746736,0
3,74,1408750000000,1402496061437,1.0854057,0
3,157,1409000000000,1402496061655,1.2746736,0
3,74,1409000000000,1402496061707,1.0854057,0
3,157,1409250000000,1402496061906,1.2746736,0
3,74,1409250000000,1402496061962,1.0807287,0
3,157,1410000000000,1402496062149,1.2746736,0
3,74,1410000000000,1402496062182,0.94658124,0
3,157,1410250000000,1402496062411,1.2746736,0
3,74,1410250000000,1402496062458,0.94658124,0
3,157,1410500000000,1402496062650,1.2746736,0
3,74,1410500000000,1402496062700,0.94658124,0
3,157,1410750000000,1402496062898,1.2746736,0
3,74,1410750000000,1402496062947,0.94658124,0
3,157,1411000000000,1402496063150,1.2746736,0
3,74,1411000000000,1402496063194,0.94658124,0
